"(2,R1)_(1,R1)","(1,R1)_(2,R1)","(2,R2)_(1,R2)","(1,R2)_(2,R2)","(1,R2)_(2,R2)","(1,R1)_(2,R1)"
6.0253731519458,8.51995830017589,0.14712211752249,0.153921841815332,1.66206529154681,1.82884676009581
5.79573392921072,0.792991993304388,0.128402614805295,0.140594700895234,1.70949287989219,0.529200144173889
3.16203263099477,5.2270364826387,0.229164360170792,0.240577709336798,2.24938698160844,1.07436704904021
5.00770089953934,3.78023549187639,0.16725873469661,0.341434331549794,0.769753185942385,1.59299947572831
5.46890301525839,9.80746517685828,0.436344308973645,0.295402188531376,5.50110602076733,2.29929541615532
4.6466450886282,7.00753969569439,0.584749785574983,0.208700681299668,1.94229100274834,1.36080704460157
2.5563849274103,5.85438942766277,0.288399830957916,0.237014768784131,3.16741469958475,0.601850168050173
4.43758633410179,2.11270022392731,0.311144191316553,0.164591438382208,2.06742413302884,6.12900086732452
1.5778593156408,2.18122835014745,0.269839736944668,0.111044924074306,2.39689986131631,1.77012509727799
7.98820613375783,3.02653561206231,0.554508999782266,0.753730311316116,2.46668514368984,2.00442188884607
10.8910003603144,4.97221631133371,0.348609494818402,0.0955996716135888,3.88164514670264,2.95512941506838
2.66361941587797,2.96175271692962,0.20857428167703,0.136748612391636,2.58148646110212,3.61253971283512
3.48427422162377,4.65398349998521,0.179505472642137,0.182852997988234,1.16051909644173,1.25553539359011
6.82423641466532,7.32683749295496,0.417726539878306,0.0772715984211952,1.8868667319314,0.719055143765797
8.74903260526876,8.24842258821125,0.10287446929179,0.71576690574687,2.4570038281786,3.34215492485159
5.68917303396015,3.99911570569925,0.231397206970217,0.114145084945782,2.32093806083171,2.09021083952904
4.24741283232899,6.60357136418499,0.0742305953282779,0.238788113258217,1.49804322796831,1.0946333046934
7.00381136044528,4.58106932889793,0.403144093607007,0.374566941480571,1.884823377053,1.01908060543094
6.91987308858299,2.07372059553354,0.157393289015487,0.137978711231762,2.14735730525675,2.12807160804936
6.44312571609055,9.27306893310293,0.234715196252314,0.248715974140498,1.61200115802383,2.88072736648925
1.37271264386468,2.95665227530215,0.236666705736351,0.197872847963121,5.45717418944484,2.00866541356978
4.09585925774068,2.51259276958335,0.0459386622177324,0.241173113489572,0.809159918380586,0.605940679601094
3.5719531100034,5.0947409961082,0.0857671536627769,0.412767400815558,2.73495896646049,3.58239846601366
3.5338873990761,6.69525171417155,0.470197642216244,0.0966656322170068,3.18393392804532,1.54047640110862
4.41936988995951,17.6001380387507,0.286238666962456,0.275031431901374,1.64591911485582,1.29185461141406
4.66886605547432,5.38705606306621,0.225118482039826,0.316284804640543,1.80358344866353,1.58283294764623
4.64895991884807,2.25770468651187,0.438893270825185,0.25390463297959,0.66233766740257,0.710159260775973
3.14685138554861,7.55110664619173,0.208200397315132,0.216627694864054,1.45408581701855,1.55281653825072
1.70947618590815,4.53767905685861,0.179395020943355,0.209899478237521,2.01066810088417,3.96391722306121
6.1167826902224,5.86217642450237,0.299499077704633,0.35929788730669,3.07446461538289,1.82377251235382
1.7294817031804,2.88824277295737,0.146811053133686,0.485733586565608,2.50719350815891,1.67751265081165
7.72088253587844,4.88503720322724,0.287343567138793,0.127162707320673,0.737020358829327,1.67151938780013
3.43227742344902,5.28406333884997,0.202932888025169,0.173698018997281,0.646684850884324,1.31854981707494
6.87720565802451,1.84205145614009,0.168697686178664,0.248726341259291,1.88509527021781,0.971276569398653
4.43125266734211,2.26446752032782,0.145828040863901,0.0784900596531883,2.98913854956713,1.2185293263519
6.255832782539,1.85933574459445,0.161588385759547,0.349602498919517,1.89632166494484,2.56634558597042
5.43373931021602,8.675718805255,0.134273199797316,0.167153017696502,2.11487675242754,7.16265515050042
8.53887316690859,7.85776563571892,0.153549629894287,0.258849637697733,2.05260275636527,1.31570923528163
1.07981806298751,4.74791220451783,0.218951486806115,0.420606809603727,4.44185927024455,2.86022199901248
4.9753720993847,7.29012978451791,0.247612171527817,0.347135280987256,3.50961845961781,4.34668065956121
5.36750797380902,4.38275982049364,0.167939291569213,0.195988657295695,1.45782418651327,1.93743998738204
8.54876457096378,5.08020412137907,0.667800495391996,0.0813504773001771,1.44034081965052,1.73516607833837
7.72001858346814,4.5582106151272,0.081725291371957,0.396420640518124,1.59357661384415,1.32488476659174
1.97421902405004,2.38268912341672,0.152023616499277,0.392298361750961,7.30635416638,1.25525852289567
7.37363478140532,4.75105936871964,0.398979557916783,0.166995977409938,1.57145965000275,2.52057173619442
3.5853987466257,4.63840268316891,0.335165956388028,0.274829608799014,1.44520935271869,2.69509142456968
2.85868909679396,5.3918034875435,0.239229684317865,0.10830210920878,5.26928432581796,1.75689055174105
3.66906007435304,6.14416707268031,0.0734083738227177,0.152545758777682,0.96737841181558,3.11047776201591
6.6559252510716,12.3552318434038,0.267743279330327,0.0877930557785232,3.03530509042524,5.91754913699259
5.91597822293982,13.0954384166165,0.271002795549213,0.0464903529369029,3.96363900194989,1.67910256927198
8.63805939888204,2.3124185697941,0.0590015858688075,0.28723992624193,2.3804631210712,1.78322106600894
5.13023434133542,1.43076002908751,0.208963563086432,0.308157642906659,1.81424866065634,3.65014938352581
4.61071309865318,4.11840042323103,0.247414610905973,0.0820527492211924,1.15848959566719,3.08320298153523
6.48355816256544,9.54203900476091,0.320013200347237,0.281748399120826,2.61193695207867,1.53712919877897
4.60081864159671,3.47861552633485,0.292661576984907,0.343684299392689,1.6344885959123,2.24166108511708
4.3127426293297,4.16933812465444,0.0770443557936554,0.119659527981056,2.76701967807423,3.33901424271431
4.08317598394287,10.1783622056548,0.143960958452359,0.233268549736443,1.5996061649894,1.4269305975042
2.23606155880712,4.84921403363473,0.15126688999837,0.15712163616214,7.80121844092524,3.22746962973174
6.06354028840936,11.5216377295169,0.149898766561827,0.223273101771922,1.95619175423763,1.92687702551551
12.6547464276103,5.66996573980378,0.215549976512551,0.143798618706232,6.2521555834647,2.60755383046221
6.03355394894252,9.1289466321877,0.0591519167123232,0.149181128885135,1.23403294390081,10.1219635497358
6.14556344559796,3.56472209362666,0.144141335838551,0.232640092458081,3.66636011933796,1.59087288312837
10.9096487570561,5.09126615142374,0.139452762175405,0.433627910437247,1.4797749392838,1.90031303802126
4.0679994353466,3.27246976556407,0.225632259255697,0.0821721034813153,6.70445640922722,6.14432587465731
4.20701939314243,6.30999380131321,0.204627514632471,0.148700406956465,2.27709568836349,2.15606228547995
5.95117191976297,3.11914678633784,0.13275817324401,0.124668563645063,3.1423089144298,1.61217466650476
2.04317349594584,7.89413047551998,0.0804442513857982,0.224589187328494,3.68369654598442,1.51725601809654
3.02913820084445,18.0112567379391,0.190692723755704,0.285276358253145,2.69402606060412,1.23689906301061
4.18764123655561,2.55757555337581,0.473291657367342,0.302038658431699,1.02322829971597,0.562740785135884
4.90318043921661,2.60415501037768,0.0960559525494661,0.207936580015995,1.83683093096282,1.64795979847495
5.38972656468277,7.33336697888756,0.129637543918872,0.130862812782123,0.681836310703967,1.57020490514624
5.19000808821565,9.47778062445191,0.184456218495993,0.274623498227599,4.099781846863,1.89519942631461
3.83891257061612,2.25175633315883,0.181694185122934,0.315258905728398,2.79156482246147,2.18100818790772
5.29461443063617,6.24007377388049,0.185241837874116,0.163710296118848,1.10673507871723,1.33610313441817
20.6805613243672,6.94846825464335,0.25350692877527,0.418555746818103,1.21327771686997,2.11491756355681
2.85176403839077,3.0015910511164,0.276362281916793,0.376587087177808,1.23989051584736,1.54407306403085
4.10097566527053,3.31686411470364,0.265644244304537,0.516737084531005,0.796960689081648,1.87102212071925
4.21939295879414,11.1986189938728,0.389708067165069,0.145710680397223,2.60174386184966,4.65074460914224
1.0992804276195,4.03031493033932,0.592528289199917,0.178674540962664,1.56274236703663,5.17412035576004
3.12386074511377,3.30451397939408,0.24644422453161,0.323141803811152,1.29861291997654,2.90943837617962
2.6809587751785,2.28798125580711,0.416411614966386,0.261533612323025,1.29105738092796,1.57982311809847
1.27577635748917,7.28073508035269,0.202970598448422,0.231199529981797,0.922280888398151,1.59429044492902
7.01236298873646,13.3206685311972,0.173208851397913,0.116683821852121,1.38558130620589,1.05685493416225
2.95000524170659,4.67332944733821,0.267705097891963,0.135128955347039,0.983056751608932,1.44727735629423
12.9182425918526,6.35093735770418,0.235875758486194,0.153203441132838,0.957337836844087,1.6250198920172
7.76205977985635,15.1765697296254,0.186025968967942,0.541286572812062,1.28493303461789,3.91791585399896
3.61228031757903,7.13496385774349,0.18023129789017,0.285544910908741,1.78755555150773,4.92794615629562
4.42925436117188,8.1193034591195,0.113357585649253,0.292930336869781,2.49134617477304,6.31074922341161
2.21126671884582,8.05786690226302,0.0526417568846257,0.235698471217824,2.12676228643691,0.828345563879935
5.38082995500913,6.75140979960669,0.36549624809411,0.223025294484665,1.79862884393108,1.03240086013883
4.90157926851556,2.71163337001427,0.0955560993766357,0.227379738747829,1.8094478245749,4.66248071664643
13.2177399519166,15.4246170020484,0.210624811474568,0.267639956329148,1.00145901497571,4.25957793075292
14.7177107924254,9.24200050673388,0.271588913880983,0.256506503201123,9.0329243795784,1.77947304939714
6.83439483843219,4.25212568148786,0.264444778432322,0.188305702159496,1.45239503893597,3.40617930501659
3.0553894789919,4.62486751634663,0.149731819374033,0.0926193406007665,6.15685277046387,1.4268798120687
6.0026996921051,10.5263961459541,0.0781281242568408,0.69398301694636,0.804763447866727,2.29806829718948
3.53878519298044,3.40578836227865,0.147915423744716,0.0892036611969022,1.05274429179006,1.33419499441763
3.52058706481391,2.1704408600609,0.125868414397487,0.279672155001557,1.65046908236776,5.06133135300866
7.00556095527989,3.54552627019758,0.130437166728661,0.359315007907263,4.78424798250622,3.06315499202568
5.28595011291532,4.00981340893158,0.213932080207596,0.152969586951278,1.17295947900676,1.48901380093539
